pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
Kepler-708 b,Transit,0,1,3.16789194,,,,,,0.261,,0,1,0,1,19h35m15.95s,293.816466,+42d12m45.0s,42.212498,1241.00,1450.28,15.533,Kepler-band,15.508,5692.00,0.97,0.96,2016-05-10,Kepler
Kepler-709 b,Transit,0,1,16.08524954,,,,,,0.261,,0,1,0,1,19h28m25.25s,292.105207,+42d22m49.1s,42.380318,668.00,677.61,15.219,Kepler-band,15.197,5071.00,0.80,0.77,2016-05-10,Kepler
Kepler-710 b,Transit,0,1,4.34728553,,,,,,0.168,,0,1,0,1,19h27m51.40s,291.964161,+42d41m46.1s,42.696144,919.00,1510.80,15.024,Kepler-band,15.011,5611.00,0.94,0.91,2016-05-10,Kepler
Kepler-711 b,Transit,0,1,23.58914398,,,,,,0.304,,0,1,0,1,19h49m50.40s,297.460015,+42d50m23.7s,42.839924,664.00,635.76,15.316,Kepler-band,15.329,5222.00,0.84,0.80,2016-05-10,Kepler
Kepler-712 b,Transit,0,2,21.02247699,,,,,,0.304,,0,1,0,1,19h39m38.34s,294.909734,+42d56m06.9s,42.935261,944.00,893.35,15.859,Kepler-band,15.854,5148.00,0.84,0.78,2016-05-10,Kepler
Kepler-712 c,Transit,0,2,226.89047000,,,,,,0.433,,0,1,0,1,19h39m38.34s,294.909734,+42d56m06.9s,42.935261,944.00,893.35,15.859,Kepler-band,15.854,5148.00,0.84,0.78,2016-05-10,Kepler
Kepler-713 b,Transit,0,1,7.41114100,,,,,,0.221,,0,1,0,1,19h42m36.36s,295.651502,+43d01m47.4s,43.029831,1003.00,1124.14,15.031,Kepler-band,15.019,5785.00,0.98,0.99,2016-05-10,Kepler
Kepler-714 b,Transit,0,1,8.09888799,,,,,,0.863,,0,1,0,1,18h50m47.89s,282.699531,+43d16m21.9s,43.272743,1460.00,2219.26,15.261,Kepler-band,15.241,5995.00,1.09,1.12,2016-05-10,Kepler
Kepler-715 b,Transit,0,1,10.00652995,,,,,,0.335,,0,1,0,1,18h54m31.38s,283.630767,+43d22m45.8s,43.379398,1214.00,1379.76,15.063,Kepler-band,15.033,5871.00,1.04,1.04,2016-05-10,Kepler
Kepler-716 b,Transit,0,2,10.37168453,,,,,,0.259,,0,1,0,1,19h21m34.37s,290.393214,+43d21m50.0s,43.363899,675.00,646.75,15.193,Kepler-band,15.156,5099.00,0.83,0.78,2016-05-10,Kepler
Kepler-716 c,Transit,0,2,3.96999000,,,,,,0.124,,0,1,0,0,19h21m34.37s,290.393214,+43d21m50.0s,43.363899,675.00,646.75,15.193,Kepler-band,15.156,5099.00,0.83,0.78,2020-09-03,Kepler
Kepler-717 b,Transit,0,1,4.40840023,,,,,,0.216,,0,1,0,1,19h31m51.73s,292.965535,+43d20m47.0s,43.346390,1126.00,3065.41,15.662,Kepler-band,15.624,5485.00,0.88,0.85,2016-05-10,Kepler
Kepler-718 b,Transit,0,1,2.05234990,,,,,,1.477,,0,1,0,1,19h58m14.85s,299.561877,+43d30m12.8s,43.503559,1520.00,1351.13,15.257,Kepler-band,15.246,6191.00,1.18,1.30,2016-05-10,Kepler
Kepler-719 b,Transit,0,1,5.00731778,,,,,,0.760,,0,1,0,1,19h42m08.67s,295.536136,+43d53m04.0s,43.884453,1427.00,2683.68,15.813,Kepler-band,15.904,5777.00,0.99,0.98,2016-05-10,Kepler
Kepler-720 b,Transit,0,1,4.70832654,,,,,,0.750,,0,1,0,1,19h54m32.56s,298.635649,+44d10m15.4s,44.170944,880.00,1097.51,15.113,Kepler-band,15.164,5618.00,0.95,0.92,2016-05-10,Kepler
Kepler-721 b,Transit,0,1,5.39202539,,,,,,0.236,,0,1,0,1,18h57m43.32s,284.430506,+44d28m49.9s,44.480534,848.00,951.02,15.651,Kepler-band,15.643,5075.00,0.82,0.78,2016-05-10,Kepler
Kepler-722 b,Transit,0,2,4.09357325,,,,,,0.235,,0,1,0,1,19h21m03.19s,290.263285,+44d33m23.2s,44.556450,1375.00,1284.53,15.399,Kepler-band,15.373,5863.00,1.03,1.05,2016-05-10,Kepler
Kepler-722 c,Transit,0,2,105.14474900,,,,,,0.252,,0,1,0,1,19h21m03.19s,290.263285,+44d33m23.2s,44.556450,1375.00,1284.53,15.399,Kepler-band,15.373,5863.00,1.03,1.05,2016-05-10,Kepler
Kepler-723 b,Transit,0,1,4.08227507,,,,,,1.088,,0,1,0,1,18h59m19.31s,284.830468,+44d39m29.3s,44.658142,965.00,1376.70,15.198,Kepler-band,15.201,5539.00,0.92,0.89,2016-05-10,Kepler
Kepler-724 b,Transit,0,1,3.31494634,,,,,,0.294,,0,1,0,1,19h33m49.16s,293.454838,+44d47m34.1s,44.792797,862.00,874.14,15.142,Kepler-band,15.121,5437.00,0.90,0.86,2016-05-10,Kepler
Kepler-725 b,Transit,0,1,39.64317811,,,,,,0.948,,0,1,0,1,18h55m54.60s,283.977492,+44d48m41.6s,44.811562,778.00,775.25,15.011,Kepler-band,14.993,5363.00,0.88,0.84,2016-05-10,Kepler
Kepler-726 b,Transit,0,1,21.80451088,,,,,,0.291,,0,1,0,1,19h26m52.15s,291.717311,+44d53m14.3s,44.887306,838.00,778.97,15.067,Kepler-band,15.035,5452.00,0.88,0.85,2016-05-10,Kepler
Kepler-727 b,Transit,0,1,5.15448442,,,,,,0.226,,0,1,0,1,19h39m23.26s,294.846908,+45d02m03.9s,45.034416,892.00,851.72,15.365,Kepler-band,15.352,5441.00,0.89,0.86,2016-05-10,Kepler
Kepler-728 b,Transit,0,1,5.74347727,,,,,,0.298,,0,1,0,1,19h24m22.17s,291.092356,+45d06m55.9s,45.115528,1236.00,1859.74,15.543,Kepler-band,15.525,5660.00,0.95,0.93,2016-05-10,Kepler
Kepler-729 b,Transit,0,1,3.16635371,,,,,,0.319,,0,1,0,1,19h05m26.43s,286.360112,+45d24m51.5s,45.414295,1271.00,2036.24,15.603,Kepler-band,15.547,5633.00,0.94,0.91,2016-05-10,Kepler
Kepler-730 b,Transit,0,2,6.49168281,0.069400,,86.960,,,1.100,,0,1,0,1,19h02m13.15s,285.554804,+45d34m43.9s,45.578857,2020.20,2052.36,15.649,Kepler-band,15.611,5620.00,1.05,1.41,2019-01-17,Kepler
Kepler-730 c,Transit,0,2,2.85188338,0.039970,,83.810,,,0.140,,0,1,0,0,19h02m13.15s,285.554804,+45d34m43.9s,45.578857,2020.20,2052.36,15.649,Kepler-band,15.611,5620.00,1.05,1.41,2019-01-17,Kepler
Kepler-731 b,Transit,0,1,3.85560355,,,,,,1.238,,0,1,0,1,19h45m34.36s,296.393174,+45d34m06.8s,45.568558,1311.00,1302.50,15.272,Kepler-band,15.285,5849.00,1.03,1.06,2016-05-10,Kepler
Kepler-732 b,Transit,0,2,9.46781405,,,,,,0.194,,0,1,0,1,18h54m55.69s,283.732021,+45d57m31.6s,45.958771,150.00,175.71,15.073,Kepler-band,15.052,3631.00,0.49,0.46,2016-05-10,Kepler
Kepler-732 c,Transit,0,2,0.89304124,,,,,,0.113,,0,1,0,1,18h54m55.69s,283.732021,+45d57m31.6s,45.958771,150.00,175.71,15.073,Kepler-band,15.052,3631.00,0.49,0.46,2016-05-10,Kepler
Kepler-733 b,Transit,0,1,20.83424726,,,,,,0.252,,0,1,0,1,19h32m04.39s,293.018285,+45d54m52.9s,45.914692,980.00,941.15,15.412,Kepler-band,15.395,5418.00,0.90,0.86,2016-05-10,Kepler
Kepler-734 b,Transit,0,1,6.10485286,,,,,,0.318,,0,1,0,1,19h48m10.95s,297.045638,+46d01m38.5s,46.027363,553.00,1196.68,15.017,Kepler-band,14.412,5326.00,0.85,0.78,2016-05-10,Kepler
Kepler-735 b,Transit,0,1,11.51516988,,,,,,0.263,,0,1,0,1,18h58m45.33s,284.688884,+46d10m20.1s,46.172249,790.00,709.01,15.386,Kepler-band,15.385,5107.00,0.85,0.80,2016-05-10,Kepler
Kepler-736 b,Transit,0,1,3.60147201,,,,,,0.261,,0,1,0,1,19h01m33.92s,285.391321,+46d10m51.4s,46.180939,1007.00,1034.74,15.733,Kepler-band,15.742,5217.00,0.86,0.81,2016-05-10,Kepler
Kepler-737 b,Transit,0,1,28.59915399,,,,,,0.175,,0,1,0,1,19h27m27.08s,291.862847,+46d25m45.3s,46.429256,195.00,206.33,15.190,Kepler-band,15.146,3813.00,0.51,0.48,2016-05-10,Kepler
Kepler-738 b,Transit,0,1,24.58721573,,,,,,0.223,,0,1,0,1,19h10m16.72s,287.569664,+46d34m04.3s,46.567859,992.00,1149.93,15.598,Kepler-band,15.591,5327.00,0.86,0.82,2016-05-10,Kepler
Kepler-739 b,Transit,0,1,12.53248465,,,,,,0.296,,0,1,0,1,19h20m16.32s,290.067985,+46d34m44.9s,46.579140,1128.00,1426.57,15.485,Kepler-band,15.453,5601.00,0.93,0.90,2016-05-10,Kepler
Kepler-74 b,Transit,0,1,7.34071100,0.078100,0.000000,87.460,0.63000,Mass,0.960,0.88000,0,1,0,1,19h32m22.21s,293.092525,+41d21m19.9s,41.355523,1218.33,1218.33,14.230,V (Johnson),14.365,6000.00,1.18,1.12,2015-01-29,Kepler
Kepler-740 b,Transit,0,1,3.58410122,,,,,,0.408,,0,1,0,1,19h05m55.74s,286.482254,+46d41m32.8s,46.692451,1262.00,1504.07,15.954,Kepler-band,15.923,5438.00,0.91,0.87,2016-05-10,Kepler
Kepler-741 b,Transit,0,1,7.03902374,,,,,,0.265,,0,1,0,1,19h17m43.61s,289.431703,+46d37m03.1s,46.617531,1530.00,1745.79,15.067,Kepler-band,15.046,6129.00,1.16,1.24,2016-05-10,Kepler
Kepler-742 b,Transit,0,1,8.36086824,,,,,,0.289,,0,1,0,1,18h55m27.84s,283.866019,+46d47m22.5s,46.789589,499.00,496.18,15.223,Kepler-band,15.172,4642.00,0.76,0.71,2016-05-10,Kepler
Kepler-743 b,Transit,0,1,3.17926292,,,,,,0.108,,0,1,0,1,19h42m17.80s,295.574168,+42d48m23.2s,42.806436,258.00,281.23,12.550,Kepler-band,12.541,5486.00,0.94,0.85,2016-05-10,Kepler
Kepler-744 b,Transit,0,1,12.06222443,,,,,,0.145,,0,1,0,1,19h45m59.07s,296.496136,+47d10m58.3s,47.182865,486.00,455.83,13.581,Kepler-band,13.584,5594.00,0.94,0.93,2016-05-10,Kepler
Kepler-745 b,Transit,0,1,9.93143556,,,,,,0.193,,0,1,0,1,19h25m59.86s,291.499430,+37d03m33.4s,37.059283,1199.00,1874.28,15.214,Kepler-band,15.163,5849.00,1.04,1.04,2016-05-10,Kepler
Kepler-746 b,Transit,0,1,3.48159251,,,,,,0.099,,0,1,0,1,19h22m43.74s,290.682243,+37d21m18.4s,37.355117,450.00,777.74,13.615,Kepler-band,13.611,5418.00,0.91,0.93,2016-05-10,Kepler
Kepler-747 b,Transit,0,1,35.61760587,,,,,,0.470,,0,1,0,1,19h13m39.96s,288.416503,+41d01m47.3s,41.029804,855.00,3797.47,15.703,Kepler-band,15.724,5096.00,0.82,0.78,2016-05-10,Kepler
Kepler-748 b,Transit,0,1,7.40742793,,,,,,0.225,,0,1,0,1,19h29m03.10s,292.262899,+37d14m13.2s,37.236992,1271.00,1790.95,15.242,Kepler-band,15.219,5934.00,1.07,1.10,2016-05-10,Kepler
Kepler-749 b,Transit,0,1,17.31716585,,,,,,0.277,,0,1,0,1,19h59m35.34s,299.897230,+43d54m14.1s,43.903908,753.00,735.19,15.759,Kepler-band,15.773,5009.00,0.79,0.75,2016-05-10,Kepler
Kepler-75 b,Transit,0,1,8.88491160,0.081800,0.570000,89.120,10.10000,Mass,1.050,11.00000,0,1,0,1,19h24m33.02s,291.137593,+36d34m38.6s,36.577386,855.50,855.50,15.264,Kepler-band,15.179,5200.00,0.91,0.89,2015-01-29,Kepler
Kepler-750 b,Transit,0,2,9.42887179,,,,,,0.274,,0,1,0,1,19h16m23.25s,289.096874,+44d00m15.8s,44.004379,1181.00,1346.13,14.500,Kepler-band,14.467,6160.00,1.15,1.23,2016-05-10,Kepler
Kepler-750 c,Transit,0,2,4.08899022,,,,,,0.145,,0,1,0,1,19h16m23.25s,289.096874,+44d00m15.8s,44.004379,1181.00,1346.13,14.500,Kepler-band,14.467,6160.00,1.15,1.23,2016-05-10,Kepler
Kepler-751 b,Transit,0,1,17.44490636,,,,,,0.219,,0,1,0,1,19h39m22.52s,294.843831,+44d04m39.7s,44.077686,748.00,777.21,15.007,Kepler-band,14.980,5387.00,0.87,0.84,2016-05-10,Kepler
Kepler-752 b,Transit,0,1,18.82747265,,,,,,0.251,,0,1,0,1,19h29m04.35s,292.268128,+37d57m20.4s,37.955654,1075.00,1275.53,15.762,Kepler-band,15.719,5373.00,0.87,0.83,2016-05-10,Kepler
Kepler-753 b,Transit,0,1,5.74772501,,,,,,0.170,,0,1,0,1,19h27m36.79s,291.903273,+37d54m08.2s,37.902288,278.00,276.95,14.496,Kepler-band,14.475,4346.00,0.68,0.65,2016-05-10,Kepler
Kepler-754 b,Transit,0,1,14.55962370,,,,,,0.179,,0,1,0,1,19h33m00.99s,293.254104,+37d50m46.3s,37.846192,1192.00,1861.51,15.160,Kepler-band,15.126,5935.00,1.06,1.08,2016-05-10,Kepler
Kepler-755 b,Transit,0,2,1.26909037,,,,,,0.157,,0,1,0,1,19h47m26.64s,296.860998,+41d05m50.4s,41.097338,368.00,403.67,13.999,Kepler-band,14.024,5043.00,0.82,0.77,2016-05-10,Kepler
Kepler-755 c,Transit,0,2,2.85313364,,,,,,0.112,,0,1,0,1,19h47m26.64s,296.860998,+41d05m50.4s,41.097338,368.00,403.67,13.999,Kepler-band,14.024,5043.00,0.82,0.77,2016-05-10,Kepler
Kepler-756 b,Transit,0,1,1.22486632,,,,,,0.100,,0,1,0,1,19h22m25.91s,290.607939,+41d12m03.9s,41.201093,852.00,1894.40,15.376,Kepler-band,15.391,5282.00,0.82,0.79,2016-05-10,Kepler
Kepler-757 b,Transit,0,1,1.02267882,,,,,,0.121,,0,1,0,1,19h46m43.31s,296.680438,+41d23m11.5s,41.386515,1016.00,1101.05,14.803,Kepler-band,14.764,6014.00,1.08,1.13,2016-05-10,Kepler
Kepler-758 b,Transit,0,4,12.10971040,,,,,,0.221,,0,1,0,1,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.00,1569.46,14.348,Kepler-band,14.327,6228.00,1.16,1.42,2016-05-10,Kepler
Kepler-758 c,Transit,0,4,4.75793986,,,,,,0.151,,0,1,0,1,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.00,1569.46,14.348,Kepler-band,14.327,6228.00,1.16,1.42,2016-05-10,Kepler
Kepler-758 d,Transit,0,4,20.49661970,,,,,,0.189,,0,1,0,1,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.00,1569.46,14.348,Kepler-band,14.327,6228.00,1.16,1.42,2016-05-10,Kepler
Kepler-758 e,Transit,0,4,8.19347190,,,,,,0.136,,0,1,0,1,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.00,1569.46,14.348,Kepler-band,14.327,6228.00,1.16,1.42,2016-05-10,Kepler
Kepler-759 b,Transit,0,1,41.80598500,,,,,,0.203,,0,1,0,1,19h20m31.56s,290.131501,+41d22m53.4s,41.381498,892.00,1674.49,14.502,Kepler-band,14.787,5860.00,1.04,1.04,2016-05-10,Kepler
Kepler-76 b,Orbital Brightness Modulation,0,1,1.54492980,0.027400,,77.550,2.01000,Mass,1.360,1.10000,0,1,0,1,19h36m46.11s,294.192118,+39d37m08.4s,39.619003,842.87,842.87,13.308,Kepler-band,13.276,6409.00,1.20,1.32,2015-10-15,Kepler
Kepler-760 b,Transit,0,2,8.70419416,,,,,,0.273,,0,1,0,1,19h10m22.37s,287.593209,+44d10m45.9s,44.179417,782.00,810.61,15.070,Kepler-band,15.073,5322.00,0.89,0.85,2016-05-10,Kepler
Kepler-760 c,Transit,0,2,2.46697439,,,,,,0.132,,0,1,0,1,19h10m22.37s,287.593209,+44d10m45.9s,44.179417,782.00,810.61,15.070,Kepler-band,15.073,5322.00,0.89,0.85,2016-05-10,Kepler
Kepler-761 b,Transit,0,1,10.12804789,,,,,,0.181,,0,1,0,1,19h22m00.86s,290.503604,+44d08m36.9s,44.143581,867.00,850.99,14.743,Kepler-band,14.709,5706.00,0.95,0.93,2016-05-10,Kepler
Kepler-762 b,Transit,0,1,3.77055210,,,,,,1.131,,0,1,0,1,19h25m06.15s,291.275634,+47d19m46.2s,47.329491,1465.00,2009.64,15.439,Kepler-band,15.427,5944.00,1.06,1.08,2016-05-10,Kepler
Kepler-763 b,Transit,0,1,1.19655156,,,,,,0.109,,0,1,0,1,19h28m34.67s,292.144477,+47d09m26.5s,47.157352,902.00,989.19,15.692,Kepler-band,15.682,5166.00,0.84,0.80,2016-05-10,Kepler
Kepler-764 b,Transit,0,1,7.33683936,,,,,,0.146,,0,1,0,1,19h49m34.36s,297.393183,+47d09m52.7s,47.164627,1013.00,1079.76,15.302,Kepler-band,15.300,5557.00,0.92,0.89,2016-05-10,Kepler
Kepler-765 b,Transit,0,1,27.66552260,,,,,,0.217,,1,1,0,1,18h52m44.31s,283.184612,+47d09m20.4s,47.155670,1000.00,1110.74,14.609,Kepler-band,14.600,5901.00,1.05,1.06,2016-05-10,Kepler
Kepler-766 b,Transit,0,1,6.10027804,,,,,,0.302,,0,1,0,1,19h32m44.29s,293.184531,+37d58m11.5s,37.969851,1614.00,2442.15,15.678,Kepler-band,15.648,5992.00,1.10,1.15,2016-05-10,Kepler
Kepler-767 b,Transit,0,1,161.52801010,,,,,,0.592,,0,1,0,1,19h26m19.00s,291.579173,+38d02m09.0s,38.035828,1185.00,2403.57,15.435,Kepler-band,15.418,5694.00,0.96,0.94,2016-05-10,Kepler
Kepler-768 b,Transit,0,1,11.39100250,,,,,,0.160,,0,1,0,1,19h36m27.76s,294.115656,+38d23m36.5s,38.393485,795.00,802.05,15.681,Kepler-band,15.723,5108.00,0.82,0.78,2016-05-10,Kepler
Kepler-769 b,Transit,0,2,7.42608998,,,,,,0.261,,0,1,0,1,19h30m51.14s,292.713101,+38d21m29.6s,38.358213,1362.00,1209.41,14.818,Kepler-band,14.760,6186.00,1.19,1.28,2016-05-10,Kepler
Kepler-769 c,Transit,0,2,15.98701740,,,,,,0.160,,0,1,0,1,19h30m51.14s,292.713101,+38d21m29.6s,38.358213,1362.00,1209.41,14.818,Kepler-band,14.760,6186.00,1.19,1.28,2016-05-10,Kepler
Kepler-77 b,Transit,0,1,3.57878087,0.045010,0.000000,88.000,0.43000,Mass,0.960,0.60300,0,1,0,1,19h18m25.91s,289.607956,+44d20m43.5s,44.345425,570.00,651.39,13.938,Kepler-band,13.917,5520.00,0.95,0.99,2014-05-14,Kepler
Kepler-770 b,Transit,0,3,18.92540274,,,,,,0.205,,0,1,0,1,19h05m57.70s,286.490428,+38d22m29.7s,38.374907,761.00,955.87,14.604,Kepler-band,14.597,5598.00,0.94,0.92,2016-05-10,Kepler
Kepler-770 c,Transit,0,3,1.47532231,,,,,,0.107,,0,1,0,1,19h05m57.70s,286.490428,+38d22m29.7s,38.374907,761.00,955.87,14.604,Kepler-band,14.597,5598.00,0.94,0.92,2016-05-10,Kepler
Kepler-770 d,Transit,0,3,4.15244722,,,,,,0.125,,0,1,0,1,19h05m57.70s,286.490428,+38d22m29.7s,38.374907,761.00,955.87,14.604,Kepler-band,14.597,5598.00,0.94,0.92,2016-05-10,Kepler
Kepler-771 b,Transit,0,1,8.73485836,,,,,,0.162,,0,1,0,1,19h09m46.58s,287.444090,+38d05m18.4s,38.088431,1000.00,1451.79,14.794,Kepler-band,14.746,5906.00,1.03,1.05,2016-05-10,Kepler
Kepler-772 b,Transit,0,1,12.99207337,,,,,,0.162,,0,1,0,1,19h25m41.66s,291.423583,+38d12m59.7s,38.216591,689.00,1167.86,13.974,Kepler-band,13.956,5714.00,0.98,1.11,2016-05-10,Kepler
Kepler-773 b,Transit,0,1,3.74910006,,,,,,0.128,,0,1,0,1,19h23m32.32s,290.884667,+38d03m27.2s,38.057567,528.00,555.79,13.333,Kepler-band,13.280,5850.00,1.04,1.01,2016-05-10,Kepler
Kepler-774 b,Transit,0,1,11.08957230,,,,,,0.283,,0,1,0,1,19h24m07.66s,291.031930,+38d12m43.0s,38.211956,1190.00,942.40,12.808,Kepler-band,12.770,6403.00,1.57,2.42,2016-05-10,Kepler
Kepler-775 b,Transit,0,1,0.97486893,,,,,,0.106,,0,1,0,1,19h25m43.99s,291.433297,+41d42m12.4s,41.703438,400.00,403.32,13.507,Kepler-band,13.467,5468.00,0.92,0.84,2016-05-10,Kepler
Kepler-776 b,Transit,0,1,4.89718784,,,,,,0.114,,0,1,0,1,19h09m05.43s,287.272640,+41d38m08.0s,41.635559,727.00,743.29,15.456,Kepler-band,15.420,5071.00,0.83,0.78,2016-05-10,Kepler
Kepler-777 b,Transit,0,1,5.72812599,,,,,,0.131,,0,1,0,1,18h50m53.77s,282.724059,+44d20m47.3s,44.346478,383.00,448.71,15.950,Kepler-band,15.940,4043.00,0.58,0.56,2016-05-10,Kepler
Kepler-778 b,Transit,0,1,3.75574426,,,,,,0.150,,0,1,0,1,19h09m54.58s,287.477437,+44d14m15.1s,44.237514,899.00,963.68,15.764,Kepler-band,15.751,5102.00,0.81,0.77,2016-05-10,Kepler
Kepler-779 b,Transit,0,1,7.09714223,,,,,,0.082,,0,1,0,1,19h02m30.85s,285.628532,+44d18m39.2s,44.310889,224.00,285.46,15.649,Kepler-band,15.634,3804.00,0.46,0.44,2016-05-10,Kepler
Kepler-78 b,Transit,0,1,0.35500744,,,79.000,0.01000,Mass,0.100,,0,1,0,2,19h34m58.01s,293.741690,+44d26m54.0s,44.448330,124.82,124.82,11.551,Kepler-band,11.529,5089.00,0.84,0.75,2018-12-06,Kepler
Kepler-780 b,Transit,0,1,0.67737516,,,,,,0.079,,0,1,0,1,18h47m03.93s,281.766389,+44d17m33.2s,44.292549,520.00,1468.01,13.326,Kepler-band,13.339,5769.00,1.01,1.02,2016-05-10,Kepler
Kepler-781 b,Transit,0,1,13.21407320,,,,,,0.258,,0,1,0,1,19h10m36.87s,287.653619,+47d24m53.3s,47.414811,1036.00,1097.30,15.987,Kepler-band,15.951,5162.00,0.81,0.78,2016-05-10,Kepler
Kepler-782 b,Transit,0,1,158.68533080,,,,,,0.286,,0,1,0,1,19h15m28.38s,288.868231,+47d45m34.0s,47.759434,412.00,452.60,12.783,Kepler-band,12.730,5867.00,0.98,1.01,2016-05-10,Kepler
Kepler-783 b,Transit,0,2,4.29264638,,,,,,0.070,,0,1,0,1,19h24m15.10s,291.062936,+47d29m05.3s,47.484803,544.00,523.87,13.916,Kepler-band,13.938,5521.00,0.93,0.89,2016-05-10,Kepler
Kepler-783 c,Transit,0,2,7.05395000,,,,,,0.208,,0,1,0,0,19h24m15.10s,291.062936,+47d29m05.3s,47.484803,544.00,523.87,13.916,Kepler-band,13.938,5521.00,0.93,0.89,2020-09-03,Kepler
Kepler-784 b,Transit,0,1,31.59226460,,,,,,0.141,,0,1,0,1,19h43m40.96s,295.920663,+47d26m55.0s,47.448616,604.00,1354.62,13.290,Kepler-band,13.263,5674.00,1.00,1.32,2016-05-10,Kepler
Kepler-785 b,Transit,0,1,1.97376093,,,,,,1.162,,0,1,0,1,19h28m16.39s,292.068304,+38d50m32.1s,38.842261,666.00,653.58,15.715,Kepler-band,15.762,4739.00,0.77,0.71,2016-05-10,Kepler
Kepler-786 b,Transit,0,1,53.52934870,,,,,,0.217,,0,1,0,1,19h34m58.55s,293.743938,+38d56m21.4s,38.939276,512.00,492.10,14.887,Kepler-band,14.946,4838.00,0.81,0.74,2016-05-10,Kepler
Kepler-787 b,Transit,0,1,0.92831050,,,,,,0.114,,0,1,0,1,19h26m46.19s,291.692465,+38d34m22.5s,38.572907,468.00,510.75,15.854,Kepler-band,15.861,4248.00,0.65,0.62,2016-05-10,Kepler
Kepler-788 b,Transit,0,1,8.39846269,,,,,,0.227,,0,1,0,1,19h20m00.10s,290.000414,+38d32m23.6s,38.539892,1649.00,1869.57,15.291,Kepler-band,15.260,6159.00,1.16,1.23,2016-05-10,Kepler
Kepler-789 b,Transit,0,1,8.63847725,,,,,,0.189,,0,1,0,1,19h43m54.04s,295.975153,+38d56m47.9s,38.946652,915.00,1544.63,14.507,Kepler-band,14.509,5870.00,1.01,1.02,2016-05-10,Kepler
Kepler-79 b,Transit,0,4,13.48450000,0.117000,0.015000,88.780,0.03430,Mass,0.310,1.43000,1,1,0,1,20h02m04.11s,300.517131,+44d22m53.7s,44.381580,1051.43,1051.43,13.914,Kepler-band,13.882,6174.00,1.17,1.30,2016-03-10,Kepler
